video,query_id,method,true_or,wrong_mean_or,margin_or,discrimination_auc_or,true_and,wrong_mean_and,margin_and,discrimination_auc_and
P01,Chair_Men,Uniform,0.4909090909090909,0.20289256198347108,0.2880165289256198,0.8863636363636364,0.32727272727272727,0.02933884297520661,0.29793388429752066,1.0
P01,Chair_Men,Visual-BiLSTM,0.2727272727272727,0.1871900826446281,0.0855371900826446,0.8068181818181818,0.10909090909090909,0.013223140495867768,0.09586776859504131,0.9659090909090909
P01,Chair_Men,CLIP-zero-shot,0.6181818181818182,0.20330578512396694,0.41487603305785126,0.9318181818181818,0.18181818181818182,0.02520661157024793,0.1566115702479339,0.9545454545454546
P01,Chair_Men,Concept-Adapter-MMR,0.9818181818181818,0.3078512396694215,0.6739669421487603,0.9431818181818182,0.5272727272727272,0.08429752066115703,0.4429752066115702,0.9545454545454546
P01,Computer_Boat,Uniform,0.07272727272727272,0.21239669421487603,-0.1396694214876033,0.2840909090909091,0.0,0.036776859504132224,-0.036776859504132224,0.3522727272727273
P01,Computer_Boat,Visual-BiLSTM,0.18181818181818182,0.1892561983471074,-0.0074380165289255895,0.625,0.0,0.015702479338842976,-0.015702479338842976,0.375
P01,Computer_Boat,CLIP-zero-shot,0.4909090909090909,0.17603305785123965,0.3148760330578513,0.9204545454545454,0.0,0.013223140495867768,-0.013223140495867768,0.375
P01,Computer_Boat,Concept-Adapter-MMR,0.9818181818181818,0.11239669421487605,0.8694214876033057,1.0,0.0,0.01115702479338843,-0.01115702479338843,0.42045454545454547
P01,Cupglass_Garden,Uniform,0.12727272727272726,0.21115702479338844,-0.08388429752066118,0.5568181818181818,0.0,0.036776859504132224,-0.036776859504132224,0.3522727272727273
P01,Cupglass_Garden,Visual-BiLSTM,0.16363636363636364,0.18966942148760327,-0.026033057851239633,0.5681818181818182,0.0,0.015702479338842976,-0.015702479338842976,0.375
P01,Cupglass_Garden,CLIP-zero-shot,0.2545454545454545,0.1859504132231405,0.06859504132231403,0.7727272727272727,0.0,0.02024793388429752,-0.02024793388429752,0.36363636363636365
P01,Cupglass_Garden,Concept-Adapter-MMR,0.34545454545454546,0.3173553719008264,0.028099173553719048,0.625,0.0,0.09752066115702479,-0.09752066115702479,0.3522727272727273
P01,Desk_Face,Uniform,0.36363636363636365,0.20578512396694215,0.1578512396694215,0.7954545454545454,0.03636363636363636,0.03595041322314049,0.00041322314049586917,0.75
P01,Desk_Face,Visual-BiLSTM,0.2545454545454545,0.18760330578512396,0.06694214876033056,0.7727272727272727,0.0,0.015702479338842976,-0.015702479338842976,0.375
P01,Desk_Face,CLIP-zero-shot,0.5636363636363636,0.19504132231404955,0.368595041322314,0.8977272727272727,0.10909090909090909,0.03512396694214876,0.07396694214876032,0.8636363636363636
P01,Desk_Face,Concept-Adapter-MMR,0.7090909090909091,0.2962809917355372,0.4128099173553719,0.8295454545454546,0.21818181818181817,0.09421487603305785,0.12396694214876032,0.7954545454545454
P01,Desk_Hands,Uniform,0.7272727272727273,0.1975206611570248,0.5297520661157025,0.9772727272727273,0.10909090909090909,0.034297520661157016,0.07479338842975207,0.8863636363636364
P01,Desk_Hands,Visual-BiLSTM,0.6181818181818182,0.17933884297520664,0.43884297520661153,0.9659090909090909,0.12727272727272726,0.0128099173553719,0.11446280991735536,1.0
P01,Desk_Hands,CLIP-zero-shot,0.8181818181818182,0.1768595041322314,0.6413223140495868,1.0,0.14545454545454545,0.024793388429752063,0.12066115702479338,0.9318181818181818
P01,Desk_Hands,Concept-Adapter-MMR,0.8727272727272727,0.28140495867768595,0.5913223140495867,0.9318181818181818,0.2727272727272727,0.0871900826446281,0.1855371900826446,0.8522727272727273
P01,Desk_Office,Uniform,0.23636363636363636,0.20867768595041322,0.027685950413223137,0.6704545454545454,0.0,0.036776859504132224,-0.036776859504132224,0.3522727272727273
P01,Desk_Office,Visual-BiLSTM,0.16363636363636364,0.18966942148760327,-0.026033057851239633,0.5681818181818182,0.01818181818181818,0.015289256198347107,0.0028925619834710738,0.7954545454545454
